"%Acm. Venda";"Comprador : Produto";"Código Produto";"Embalagem Unitária";"Venda Quantidade";"Unitário Médio";"Venda Valor";"Venda % Partic.";"Promoções Valor Venda";"Promoc. % Partic.";"% Partic. Prom./Vda.";"Lucratividade Unit.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Compror";"Comissão";"Impostos Venda";"Valor IBS  Municipal";"Valor IBS  Estadual";"Valor CBS";"Valor IS";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %*";"Peso Bruto";"Peso Brt %Partic.";"Peso Líquido";"Volume M ³";"Valor Venda Por M³";"Custo Fiscal Unit.";"Custo Fiscal Total (Estq)";"Custo Fiscal Total";"Despesa Fixa";"Desconto Fixo";"Vlr Descto Fora de NF"
"4,97";"CARLIN : MAÇÃ PACOTE 1kg";"19033";"UN 1";"1,000";"18,99";"18,99";"0,01";"0,00";"0,00";"0,00";"5,66";"5,66";"0,02";"29,81";"42,46";"29,81";"13,33";"13,33";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"5,66";"0,02";"29,81";"1,003";"0,01";"0,000";"0,000";"0,000";"9,22";"258,04";"9,22";"0,00";"0,00";"0,00"
"4,99";"CARLIN : MAÇÃ VERDE Kg";"424";"KG 1";"1,528";"18,99";"29,02";"0,02";"0,00";"0,00";"0,00";"4,55";"6,95";"0,02";"23,95";"31,49";"23,95";"22,07";"22,07";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"6,95";"0,02";"23,95";"0,000";"0,00";"0,000";"0,000";"0,000";"13,79";"564,96";"21,07";"0,00";"0,00";"0,00"
"5,01";"CARLIN : MELANCIA Kg";"431";"KG 1";"12,105";"2,99";"36,20";"0,02";"0,00";"0,00";"0,00";"1,19";"14,41";"0,04";"39,81";"66,13";"39,81";"21,79";"21,79";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"14,41";"0,04";"39,81";"0,000";"0,00";"0,000";"0,000";"0,000";"1,52";"2.624,39";"18,35";"0,00";"0,00";"0,00"
"5,09";"CARLIN : MELÃO AMARELO Kg";"435";"KG 1";"23,217";"4,99";"115,86";"0,08";"0,00";"0,00";"0,00";"1,49";"34,60";"0,09";"29,86";"42,58";"29,86";"81,26";"81,26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"34,60";"0,09";"29,86";"0,000";"0,00";"0,000";"0,000";"0,000";"3,50";"146,41";"81,26";"0,00";"0,00";"0,00"
"5,12";"CARLIN : MILHO VERDE ESPIGA DE OURO 600g";"18855";"UN 1";"12,000";"3,79";"45,48";"0,03";"53,88";"0,04";"118,47";"1,19";"14,28";"0,04";"31,40";"45,77";"31,40";"31,20";"31,20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"14,28";"0,04";"31,40";"8,760";"0,11";"0,000";"0,000";"0,000";"2,79";"156,30";"33,49";"0,00";"0,00";"0,00"
"5,12";"CARLIN : MILHO VERDE GRÃO DOURADO 500g";"21991";"UN 1";"1,000";"4,49";"4,49";"0,00";"0,00";"0,00";"0,00";"1,19";"1,19";"0,00";"26,50";"36,06";"26,50";"3,30";"3,30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,19";"0,00";"26,50";"0,588";"0,01";"0,000";"0,000";"0,000";"3,30";"452,10";"3,30";"0,00";"0,00";"0,00"
"5,15";"CARLIN : MILHO VERDE SANTO ANDRÉ 500g";"13554";"UN 1";"11,000";"4,49";"49,39";"0,03";"0,00";"0,00";"0,00";"1,14";"12,54";"0,03";"25,39";"34,03";"25,39";"36,85";"36,85";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"12,54";"0,03";"25,39";"5,665";"0,07";"0,000";"0,000";"0,000";"3,35";"117,25";"36,85";"0,00";"0,00";"0,00"
"5,16";"CARLIN : MORANGUINHO RIUL 250g";"18870";"UN 1";"2,000";"8,99";"17,98";"0,01";"0,00";"0,00";"0,00";"1,49";"2,98";"0,01";"16,57";"19,87";"16,57";"15,00";"15,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2,98";"0,01";"16,57";"0,614";"0,01";"0,000";"0,000";"0,000";"7,15";"1.543,63";"14,29";"0,00";"0,00";"0,00"
"5,18";"CARLIN : MORANGUINHO UN";"18743";"UN 1";"4,000";"8,99";"35,96";"0,02";"0,00";"0,00";"0,00";"1,49";"5,96";"0,02";"16,57";"19,87";"16,57";"30,00";"30,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"5,96";"0,02";"16,57";"0,000";"0,00";"0,000";"0,000";"0,000";"6,98";"12.851,51";"27,92";"0,00";"0,00";"0,00"
"5,21";"CARLIN : OVOS COAG CAIPIRA C/10";"3243";"UN 1";"3,000";"15,99";"47,97";"0,03";"0,00";"0,00";"0,00";"5,99";"17,97";"0,05";"37,46";"59,90";"37,46";"30,00";"30,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"17,97";"0,05";"37,46";"1,926";"0,02";"0,000";"0,000";"0,000";"10,00";"150,00";"30,00";"0,00";"0,00";"0,00"
"5,33";"CARLIN : OVOS COAG GDE BRANCO PVC C/12 BRANCO";"3233";"UN 1";"19,000";"9,68";"183,85";"0,12";"0,00";"0,00";"0,00";"3,42";"64,91";"0,18";"35,31";"54,57";"35,31";"118,94";"118,94";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"64,91";"0,18";"35,31";"13,642";"0,18";"0,000";"0,000";"0,000";"6,94";"3.082,57";"131,91";"0,00";"0,00";"0,00"
"5,74";"CARLIN : OVOS COAG GDE BRANCO PVC C/20";"3249";"UN 1";"47,000";"12,99";"610,53";"0,41";"0,00";"0,00";"0,00";"3,49";"164,03";"0,45";"26,87";"36,74";"26,87";"446,50";"446,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"164,03";"0,45";"26,87";"54,144";"0,70";"0,000";"0,000";"0,000";"9,36";"28,07";"439,72";"0,00";"0,00";"0,00"
"5,77";"CARLIN : OVOS COAG GDE PVC C/12 VERMELHO";"3232";"UN 1";"4,000";"9,99";"39,96";"0,03";"0,00";"0,00";"0,00";"2,99";"11,96";"0,03";"29,93";"42,71";"29,93";"28,00";"28,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"11,96";"0,03";"29,93";"2,820";"0,04";"0,000";"0,000";"0,000";"7,47";"7,47";"29,86";"0,00";"0,00";"0,00"
"5,92";"CARLIN : OVOS CODORNA ESTRELA DA SERRA 500g OVOS";"3509";"UN 1";"11,000";"19,99";"219,89";"0,15";"0,00";"0,00";"0,00";"5,99";"65,89";"0,18";"29,96";"42,79";"29,96";"154,00";"154,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"65,89";"0,18";"29,96";"9,042";"0,12";"0,000";"0,000";"0,000";"15,00";"1.500,00";"165,00";"0,00";"0,00";"0,00"
"5,98";"CARLIN : OVOS MANTIQUEIRA BC HAPPY EGGS C/20 GRANDE";"19252";"UN 1";"4,000";"21,99";"87,96";"0,06";"0,00";"0,00";"0,00";"9,49";"37,96";"0,10";"43,16";"75,92";"43,16";"50,00";"50,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"37,96";"0,10";"43,16";"4,860";"0,06";"0,000";"0,000";"0,000";"12,50";"2.425,80";"50,02";"0,00";"0,00";"0,00"
"6,02";"CARLIN : OVOS MANTIQUEIRA EXTRA BCO PVC C/20";"6864";"UN 1";"3,000";"17,99";"53,97";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"53,97";"53,97";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3,951";"0,05";"0,000";"0,000";"0,000";"13,20";"264,00";"39,60";"0,00";"0,00";"0,00"
"6,09";"CARLIN : OVOS MANTIQUEIRA GDE BCO POLPA C/12";"6988";"UN 1";"11,000";"9,99";"109,89";"0,07";"0,00";"0,00";"0,00";"4,19";"46,09";"0,13";"41,94";"72,24";"41,94";"63,80";"63,80";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"46,09";"0,13";"41,94";"7,953";"0,10";"0,000";"0,000";"0,000";"7,60";"98,80";"83,60";"0,00";"0,00";"0,00"
"6,17";"CARLIN : OVOS SANTA CLARA MÉDIO BCO C/30";"7060";"UN 1";"5,000";"22,99";"114,95";"0,08";"0,00";"0,00";"0,00";"9,99";"49,95";"0,14";"43,45";"76,85";"43,45";"65,00";"65,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"49,95";"0,14";"43,45";"7,440";"0,10";"0,000";"0,000";"0,000";"13,00";"13,00";"65,00";"0,00";"0,00";"0,00"
"6,22";"CARLIN : PEPINO CAIPIRA Kg";"475";"KG 1";"11,668";"5,99";"69,90";"0,05";"0,00";"0,00";"0,00";"0,99";"11,56";"0,03";"16,54";"19,81";"16,54";"58,34";"58,34";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"11,56";"0,03";"16,54";"0,000";"0,00";"0,000";"0,000";"0,000";"2,94";"478,97";"34,30";"0,00";"0,00";"0,00"
"6,40";"CARLIN : PEPINO JAPONÊS Kg";"474";"KG 1";"29,054";"8,99";"261,23";"0,18";"0,00";"0,00";"0,00";"2,99";"86,91";"0,24";"33,27";"49,86";"33,27";"174,32";"174,32";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"86,91";"0,24";"33,27";"0,000";"0,00";"0,000";"0,000";"0,000";"3,66";"386,86";"106,36";"0,00";"0,00";"0,00"
"6,41";"CARLIN : PERA PORTUGUESA Kg";"479";"KG 1";"0,990";"19,99";"19,79";"0,01";"0,00";"0,00";"0,00";"5,49";"5,44";"0,01";"27,49";"37,81";"27,44";"14,36";"14,36";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"5,44";"0,01";"27,49";"0,000";"0,00";"0,000";"0,000";"0,000";"14,50";"0,00";"14,36";"0,00";"0,00";"0,00"
"6,41";"CARLIN : PIMENTA CHAPÉU PADRE Kg";"490";"KG 1";"0,435";"14,99";"6,52";"0,00";"0,00";"0,00";"0,00";"4,00";"1,74";"0,00";"26,69";"36,12";"26,53";"4,79";"4,79";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,74";"0,00";"26,69";"0,000";"0,00";"0,000";"0,000";"0,000";"12,00";"0,00";"5,22";"0,00";"0,00";"0,00"
"6,41";"CARLIN : PIMENTA DOCE Kg";"493";"KG 1";"0,780";"6,99";"5,45";"0,00";"0,00";"0,00";"0,00";"2,99";"2,33";"0,01";"42,75";"74,68";"42,75";"3,12";"3,12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2,33";"0,01";"42,75";"0,000";"0,00";"0,000";"0,000";"0,000";"6,16";"80,56";"4,81";"0,00";"0,00";"0,00"
"6,43";"CARLIN : PIMENTA VERMELHA Kg";"502";"KG 1";"1,592";"15,99";"25,46";"0,02";"0,00";"0,00";"0,00";"3,99";"6,36";"0,02";"24,98";"33,30";"24,98";"19,10";"19,10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"6,36";"0,02";"24,98";"0,000";"0,00";"0,000";"0,000";"0,000";"11,84";"194,18";"18,86";"0,00";"0,00";"0,00"
"6,45";"CARLIN : PIMENTÃO AMARELO Kg";"504";"KG 1";"4,560";"7,06";"32,19";"0,02";"36,46";"0,02";"113,26";"1,56";"7,11";"0,02";"22,09";"28,35";"22,09";"25,08";"25,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"7,11";"0,02";"22,09";"0,000";"0,00";"0,000";"0,000";"0,000";"8,55";"511,10";"39,00";"0,00";"0,00";"0,00"
"6,47";"CARLIN : PIMENTÃO BLOCK TREBESCHI BAG 210g";"13561";"UN 1";"3,000";"8,99";"26,97";"0,02";"0,00";"0,00";"0,00";"2,49";"7,48";"0,02";"27,73";"38,38";"27,73";"19,49";"19,49";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"7,48";"0,02";"27,73";"1,134";"0,01";"0,000";"0,000";"0,000";"6,50";"65,00";"19,50";"0,00";"0,00";"0,00"
"6,50";"CARLIN : PIMENTÃO VERDE Kg";"511";"KG 1";"4,225";"8,99";"37,98";"0,03";"0,00";"0,00";"0,00";"3,32";"14,04";"0,04";"36,97";"58,65";"36,97";"23,94";"23,94";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"14,04";"0,04";"36,97";"0,000";"0,00";"0,000";"0,000";"0,000";"6,69";"505,35";"28,28";"0,00";"0,00";"0,00"
"6,54";"CARLIN : PIMENTÃO VERMELHO Kg";"512";"KG 1";"9,081";"7,03";"63,81";"0,04";"72,60";"0,05";"113,78";"1,53";"13,86";"0,04";"21,72";"27,75";"21,72";"49,95";"49,95";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"13,86";"0,04";"21,72";"0,000";"0,00";"0,000";"0,000";"0,000";"11,86";"207,14";"107,73";"0,00";"0,00";"0,00"
"6,92";"CARLIN : PITAYA Kg";"516";"KG 1";"70,330";"8,05";"566,43";"0,38";"632,30";"0,43";"111,63";"2,25";"158,52";"0,43";"27,99";"38,86";"27,99";"407,91";"407,91";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"158,52";"0,43";"27,99";"0,000";"0,00";"0,000";"0,000";"0,000";"5,72";"1.211,51";"402,12";"0,00";"0,00";"0,00"
"7,19";"CARLIN : PÊRA ARGENTINA Kg";"476";"KG 1";"23,391";"16,97";"397,03";"0,27";"0,00";"0,00";"0,00";"4,20";"98,14";"0,27";"24,72";"32,83";"24,72";"298,89";"298,89";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"98,14";"0,27";"24,72";"0,000";"0,00";"0,000";"0,000";"0,000";"8,71";"1.425,59";"203,73";"0,00";"0,00";"0,00"
"7,21";"CARLIN : PÊSSEGO NACIONAL Kg";"485";"KG 1";"2,899";"8,99";"26,06";"0,02";"0,00";"0,00";"0,00";"1,49";"4,32";"0,01";"16,58";"19,87";"16,58";"21,74";"21,74";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"4,32";"0,01";"16,58";"0,000";"0,00";"0,000";"0,000";"0,000";"9,17";"0,00";"26,57";"0,00";"0,00";"0,00"
"7,24";"CARLIN : QUIABO ESPIGA DE OURO 300g";"18842";"UN 1";"9,000";"4,99";"44,91";"0,03";"53,91";"0,04";"120,04";"1,49";"13,41";"0,04";"29,86";"42,57";"29,86";"31,50";"31,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"13,41";"0,04";"29,86";"2,835";"0,04";"0,000";"0,000";"0,000";"3,87";"475,80";"34,82";"0,00";"0,00";"0,00"
"7,25";"CARLIN : QUIABO Kg";"523";"KG 1";"0,645";"16,98";"10,95";"0,01";"0,00";"0,00";"0,00";"4,98";"3,21";"0,01";"29,32";"41,47";"29,32";"7,74";"7,74";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3,21";"0,01";"29,32";"0,000";"0,00";"0,000";"0,000";"0,000";"11,41";"499,95";"7,36";"0,00";"0,00";"0,00"
"7,31";"CARLIN : REPOLHO VERDE Kg";"527";"KG 1";"31,121";"2,99";"93,04";"0,06";"0,00";"0,00";"0,00";"1,24";"38,58";"0,11";"41,47";"70,84";"41,47";"54,46";"54,46";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"38,58";"0,11";"41,47";"0,000";"0,00";"0,000";"0,000";"0,000";"1,90";"0,00";"59,13";"0,00";"0,00";"0,00"
"7,57";"CARLIN : TOMATE EXTRA Kg";"23";"KG 1";"55,174";"6,95";"383,50";"0,26";"0,00";"0,00";"0,00";"0,45";"24,87";"0,07";"6,49";"6,93";"6,49";"358,63";"358,63";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"24,87";"0,07";"6,49";"0,000";"0,00";"0,000";"0,000";"0,000";"3,01";"261,05";"166,33";"0,00";"0,00";"0,00"
"7,60";"CARLIN : TOMATE RASTEIRO MUSSATO 1Kg";"16648";"UN 1";"10,000";"4,54";"45,40";"0,03";"49,90";"0,03";"109,91";"0,94";"9,40";"0,03";"20,70";"26,11";"20,70";"36,00";"36,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"9,40";"0,03";"20,70";"10,480";"0,13";"0,000";"0,000";"0,000";"4,40";"1.531,24";"44,00";"0,00";"0,00";"0,00"
"7,60";"CARLIN : TOMATE SWEET GRAPE VALVENITA 180g";"13543";"UN 1";"1,000";"1,69";"1,69";"0,00";"2,29";"0,00";"135,50";"0,49";"0,49";"0,00";"28,99";"40,83";"28,99";"1,20";"1,20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,49";"0,00";"28,99";"0,183";"0,00";"0,000";"0,000";"0,000";"1,01";"45,41";"1,01";"0,00";"0,00";"0,00"
"7,63";"CARLIN : TOMATE TREBESCHI CEREJA RAMA 200g";"13541";"UN 1";"7,000";"6,99";"48,93";"0,03";"0,00";"0,00";"0,00";"1,71";"11,98";"0,03";"24,48";"32,42";"24,48";"36,95";"36,95";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"11,98";"0,03";"24,48";"1,589";"0,02";"1,610";"0,006";"8.155,000";"5,28";"15,84";"36,96";"0,00";"0,00";"0,00"
"7,65";"CARLIN : TOMATE TREBESCHI GRAPE MEL 500g";"13538";"UN 1";"2,000";"13,99";"27,98";"0,02";"0,00";"0,00";"0,00";"3,84";"7,68";"0,02";"27,45";"37,83";"27,45";"20,30";"20,30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"7,68";"0,02";"27,45";"1,200";"0,02";"1,100";"0,003";"9.326,667";"10,15";"20,30";"20,30";"0,00";"0,00";"0,00"
"7,65";"CARLIN : TOMATE TREBESCHI GRAPE MINI 250g ITALIANO";"13570";"UN 1";"1,000";"7,27";"7,27";"0,00";"0,00";"0,00";"0,00";"1,79";"1,79";"0,00";"24,62";"32,66";"24,62";"5,48";"5,48";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,79";"0,00";"24,62";"0,267";"0,00";"0,300";"0,000";"0,000";"5,48";"5,48";"5,48";"0,00";"0,00";"0,00"
"7,67";"CARLIN : TOMATE TREBESCHI MOLHO 600g";"13575";"UN 1";"4,000";"7,99";"31,96";"0,02";"0,00";"0,00";"0,00";"1,80";"7,19";"0,02";"22,50";"29,03";"22,50";"24,77";"24,77";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"7,19";"0,02";"22,50";"3,152";"0,04";"2,600";"0,006";"5.326,667";"6,19";"12,39";"24,77";"0,00";"0,00";"0,00"
"7,68";"CARLIN : TOMATE TREBESCHI SWEET GRAPE 180g MÔNICA";"20128";"UN 1";"2,000";"7,99";"15,98";"0,01";"0,00";"0,00";"0,00";"2,08";"4,15";"0,01";"25,97";"35,08";"25,97";"11,83";"11,83";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"4,15";"0,01";"25,97";"0,440";"0,01";"0,386";"0,001";"15.980,000";"5,92";"11,84";"11,84";"0,00";"0,00";"0,00"
"7,68";"CARLIN : TREMOÇO 100g CENTRAL ";"18080";"UN 1";"1,000";"6,99";"6,99";"0,00";"0,00";"0,00";"0,00";"1,26";"1,26";"0,00";"18,03";"21,99";"18,03";"5,73";"4,47";"0,00";"0,00";"0,00";"1,26";"0,00";"0,00";"0,00";"0,00";"1,26";"0,00";"21,99";"0,233";"0,00";"0,000";"0,000";"0,000";"5,73";"63,05";"5,73";"0,00";"0,00";"0,00"
"7,69";"CARLIN : TRIO COLORIDO DEAAZ PRATICA 200G";"6373";"UN 1";"4,000";"3,99";"15,96";"0,01";"0,00";"0,00";"0,00";"1,39";"5,56";"0,02";"34,84";"53,46";"34,84";"10,40";"10,40";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"5,56";"0,02";"34,84";"0,872";"0,01";"0,000";"0,000";"0,000";"2,60";"75,40";"10,40";"0,00";"0,00";"0,00"
"7,77";"CARLIN : UVA BENITAKA RIBERFRUTAS 500g";"16632";"UN 1";"17,000";"7,19";"122,16";"0,08";"152,83";"0,10";"125,11";"1,19";"20,16";"0,05";"16,50";"19,76";"16,50";"102,00";"102,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"20,16";"0,05";"16,50";"9,401";"0,12";"0,000";"0,000";"0,000";"6,01";"1.255,38";"102,11";"0,00";"0,00";"0,00"
"7,83";"CARLIN : UVA NIAGARA RIBERFRUTAS 500g";"18863";"UN 1";"13,000";"6,99";"90,87";"0,06";"0,00";"0,00";"0,00";"2,99";"38,87";"0,11";"42,78";"74,75";"42,78";"52,00";"52,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"38,87";"0,11";"42,78";"6,890";"0,09";"0,000";"0,000";"0,000";"4,72";"425,04";"61,39";"0,00";"0,00";"0,00"
"7,87";"CARLIN : UVA RIBERFRUTAS 500g ITALIA";"19243";"UN 1";"7,000";"7,99";"55,93";"0,04";"62,93";"0,04";"112,52";"1,99";"13,93";"0,04";"24,91";"33,17";"24,91";"42,00";"42,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"13,93";"0,04";"24,91";"3,640";"0,05";"0,000";"0,000";"0,000";"6,00";"786,01";"42,00";"0,00";"0,00";"0,00"
"7,97";"CARLIN : UVA THOMPSON COOPEXVALE 500g";"18923";"UN 1";"9,000";"16,99";"152,91";"0,10";"0,00";"0,00";"0,00";"11,19";"100,71";"0,27";"65,86";"192,93";"65,86";"52,20";"52,20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"100,71";"0,27";"65,86";"4,905";"0,06";"0,000";"0,000";"0,000";"7,50";"0,00";"67,50";"0,00";"0,00";"0,00"
"8,03";"CARLIN : UVA VITÓRIA RIBERFRUTAS 500g";"15547";"UN 1";"8,000";"10,99";"87,92";"0,06";"0,00";"0,00";"0,00";"2,99";"23,92";"0,07";"27,21";"37,38";"27,21";"64,00";"64,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"23,92";"0,07";"27,21";"4,360";"0,06";"0,000";"0,000";"0,000";"8,00";"0,00";"64,00";"0,00";"0,00";"0,00"
"8,04";"CARLIN : VAGEM GUAPIARA Kg";"598";"KG 1";"0,774";"17,00";"13,16";"0,01";"0,00";"0,00";"0,00";"5,00";"3,87";"0,01";"29,41";"41,66";"29,41";"9,29";"9,29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3,87";"0,01";"29,41";"0,000";"0,00";"0,000";"0,000";"0,000";"12,35";"214,85";"9,56";"0,00";"0,00";"0,00"
"8,05";"IARA : ABS INT O.B. LV+PG- MÉDIO PRO c/10";"6803";"UN 1";"1,000";"17,99";"17,99";"0,01";"0,00";"0,00";"0,00";"6,04";"6,04";"0,02";"33,57";"58,64";"36,96";"11,34";"10,29";"0,00";"0,00";"0,00";"1,66";"0,00";"0,00";"0,00";"0,00";"6,04";"0,02";"37,00";"0,031";"0,00";"0,045";"0,000";"0,000";"10,60";"84,82";"10,60";"0,00";"0,00";"0,00"
"8,06";"IARA : ABS INTIMUS C/8 SECA S/ABAS";"1728";"UN 1";"1,000";"7,99";"7,99";"0,01";"0,00";"0,00";"0,00";"3,63";"3,63";"0,01";"45,43";"100,25";"50,06";"3,99";"3,62";"0,00";"0,00";"0,00";"0,74";"0,00";"0,00";"0,00";"0,00";"3,63";"0,01";"50,06";"0,052";"0,00";"0,000";"0,001";"7.990,000";"4,17";"567,14";"4,17";"0,00";"0,00";"0,00"
"8,07";"IARA : ABS INTIMUS C/8 SUAVE C/ABAS";"1727";"UN 1";"1,000";"7,99";"7,99";"0,01";"0,00";"0,00";"0,00";"3,63";"3,63";"0,01";"45,43";"100,25";"50,06";"3,99";"3,62";"0,00";"0,00";"0,00";"0,74";"0,00";"0,00";"0,00";"0,00";"3,63";"0,01";"50,06";"0,052";"0,00";"0,000";"0,001";"7.990,000";"3,79";"344,90";"3,79";"0,00";"0,00";"0,00"
"8,08";"IARA : ABS INTIMUS C/ABAS LV+PG- C/16 SUAVE";"2473";"UN 1";"1,000";"12,99";"12,99";"0,01";"0,00";"0,00";"0,00";"5,49";"5,49";"0,01";"42,26";"106,19";"51,50";"6,30";"6,30";"0,00";"0,00";"0,00";"1,20";"0,00";"0,00";"0,00";"0,00";"5,49";"0,01";"46,57";"0,100";"0,00";"0,000";"0,001";"12.990,000";"6,35";"222,27";"6,35";"0,00";"0,00";"0,00"
"8,09";"IARA : ABS INTIMUS C/ABAS LV+PG- SECA C/32";"2470";"UN 1";"1,000";"19,99";"19,99";"0,01";"0,00";"0,00";"0,00";"6,88";"6,88";"0,02";"34,42";"77,53";"43,67";"11,26";"11,26";"0,00";"0,00";"0,00";"1,85";"0,00";"0,00";"0,00";"0,00";"6,88";"0,02";"37,93";"0,194";"0,00";"0,194";"0,002";"9.995,000";"11,41";"627,59";"11,41";"0,00";"0,00";"0,00"
"8,12";"IARA : ABS INTIMUS C/ABAS LV+PG- SUAVE C/32";"2467";"UN 1";"2,000";"19,99";"39,98";"0,03";"0,00";"0,00";"0,00";"6,88";"13,76";"0,04";"34,42";"77,53";"43,67";"22,52";"22,52";"0,00";"0,00";"0,00";"3,70";"0,00";"0,00";"0,00";"0,00";"13,76";"0,04";"37,93";"0,388";"0,00";"0,388";"0,005";"7.996,000";"11,68";"1.063,20";"23,37";"0,00";"0,00";"0,00"
"8,14";"IARA : ABS INTIMUS NOTURNO C/30 LV+PG- SECA C/ABAS";"1734";"UN 1";"1,000";"29,99";"29,99";"0,02";"0,00";"0,00";"0,00";"10,23";"10,23";"0,03";"34,11";"76,52";"43,35";"16,99";"16,99";"0,00";"0,00";"0,00";"2,77";"0,00";"0,00";"0,00";"0,00";"10,23";"0,03";"37,59";"0,257";"0,00";"0,270";"0,003";"9.996,667";"17,22";"1.119,54";"17,22";"0,00";"0,00";"0,00"
"8,15";"IARA : ABS INTIMUS NOTURNO C/ABAS SECA C/8";"2465";"UN 1";"1,000";"9,99";"9,99";"0,01";"0,00";"0,00";"0,00";"3,92";"3,92";"0,01";"39,24";"76,19";"43,24";"5,67";"5,15";"0,00";"0,00";"0,00";"0,92";"0,00";"0,00";"0,00";"0,00";"3,92";"0,01";"43,24";"0,065";"0,00";"0,079";"0,000";"0,000";"5,82";"256,04";"5,82";"0,00";"0,00";"0,00"
"8,16";"IARA : ABS INTIMUS NOTURNO C/ABAS SUAVE C/8";"2464";"UN 1";"1,000";"9,99";"9,99";"0,01";"0,00";"0,00";"0,00";"3,92";"3,92";"0,01";"39,24";"76,19";"43,24";"5,67";"5,15";"0,00";"0,00";"0,00";"0,92";"0,00";"0,00";"0,00";"0,00";"3,92";"0,01";"43,24";"0,065";"0,00";"0,079";"0,000";"0,000";"5,39";"21,57";"5,39";"0,00";"0,00";"0,00"
